tfbs	motif_id	tx_id	gene_id	chr	start	end	RVG11_footprint	RVG1_footprint	RVG4_footprint	RVG11_bound	RVG1_bound	RVG4_bound	tfbs_bound_min2
TBX3	MA1566.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090856	5090865	0	0	0	0	0	0	no
TBX3	MA1566.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090719	5090728	0	0	0	0	0	0	no
TBX3	MA1566.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090671	5090680	0	0	0	0	0	0	no
TBX3	MA1566.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090669	5090678	0	0	0	0	0	0	no
TBX3	MA1566.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090522	5090531	0	0	0	0	0	0	no
TBX3	MA1566.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090495	5090504	0	0	0	0	0	0	no
TBX3	MA1566.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090465	5090474	0	0	0	0	0	0	no
TBX3	MA1566.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090359	5090368	0	0	0	0	0	0	no
RORC	MA1151.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090847	5090858	0	0	0	0	0	0	no
NFIX	MA0671.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090345	5090353	0	0	0	0	0	0	no
NFIX	MA0671.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090421	5090429	0	0	0	0	0	0	no
NFIX	MA0671.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090485	5090493	0	0	0	0	0	0	no
NFIX	MA0671.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090302	5090310	0	0	0	0	0	0	no
SREBF1	MA0595.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090876	5090885	0	0	0	0	0	0	no
SREBF1	MA0595.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090956	5090965	0	0	0	0	0	0	no
SREBF1	MA0595.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090956	5090965	0	0	0	0	0	0	no
MEIS1	MA0498.2	crovir-transcript-1322	vQC_2	scaffold-mi7	5090434	5090440	0	0	0	0	0	0	no
MEIS1	MA0498.2	crovir-transcript-1322	vQC_2	scaffold-mi7	5090450	5090456	0	0	0	0	0	0	no
MEIS1	MA0498.2	crovir-transcript-1322	vQC_2	scaffold-mi7	5090719	5090725	0	0	0	0	0	0	no
MEIS1	MA0498.2	crovir-transcript-1322	vQC_2	scaffold-mi7	5090865	5090871	0	0	0	0	0	0	no
MEIS1	MA0498.2	crovir-transcript-1322	vQC_2	scaffold-mi7	5090907	5090913	0	0	0	0	0	0	no
MEIS1	MA0498.2	crovir-transcript-1322	vQC_2	scaffold-mi7	5090921	5090927	0	0	0	0	0	0	no
MEIS1	MA0498.2	crovir-transcript-1322	vQC_2	scaffold-mi7	5091029	5091035	0	0	0	0	0	0	no
MEIS1	MA0498.2	crovir-transcript-1322	vQC_2	scaffold-mi7	5091039	5091045	0	0	0	0	0	0	no
MEIS1	MA0498.2	crovir-transcript-1322	vQC_2	scaffold-mi7	5090976	5090982	0	0	0	0	0	0	no
MEIS1	MA0498.2	crovir-transcript-1322	vQC_2	scaffold-mi7	5090954	5090960	0	0	0	0	0	0	no
MEIS1	MA0498.2	crovir-transcript-1322	vQC_2	scaffold-mi7	5090612	5090618	0	0	0	0	0	0	no
MEIS1	MA0498.2	crovir-transcript-1322	vQC_2	scaffold-mi7	5090587	5090593	0	0	0	0	0	0	no
MEIS1	MA0498.2	crovir-transcript-1322	vQC_2	scaffold-mi7	5090478	5090484	0	0	0	0	0	0	no
ZBTB6	MA1581.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5091001	5091013	0	0	0	0	0	0	no
FOXC2	MA0846.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090428	5090439	0	0	0	0	0	0	no
KLF11	MA1512.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090940	5090950	0	0	0	0	0	0	no
KLF16	MA0741.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090940	5090950	0	0	0	0	0	0	no
NFATC1	MA0624.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090644	5090653	0	0	0	0	0	0	no
NFATC1	MA0624.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090581	5090590	0	0	0	0	0	0	no
NFATC1	MA0624.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090558	5090567	0	0	0	0	0	0	no
NFATC1	MA0624.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090530	5090539	0	0	0	0	0	0	no
NFATC1	MA0624.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090372	5090381	0	0	0	0	0	0	no
NFATC1	MA0624.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090308	5090317	0	0	0	0	0	0	no
Ddit3::Cebpa	MA0019.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090518	5090529	0	0	0	0	0	0	no
Ddit3::Cebpa	MA0019.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090897	5090908	0	0	0	0	0	0	no
NFIA	MA0670.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090345	5090354	0	0	0	0	0	0	no
Dlx4	MA0881.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5091018	5091025	0	0	0	0	0	0	no
Dlx4	MA0881.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090744	5090751	0	0	0	0	0	0	no
CLOCK	MA0819.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090956	5090965	0	0	0	0	0	0	no
CLOCK	MA0819.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090956	5090965	0	0	0	0	0	0	no
Arnt	MA0004.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090958	5090963	0	0	0	0	0	0	no
Arnt	MA0004.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090958	5090963	0	0	0	0	0	0	no
Arnt	MA0004.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090723	5090728	0	0	0	0	0	0	no
FOS	MA0476.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090906	5090916	0	0	0	0	0	0	no
FOS	MA0476.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090906	5090916	0	0	0	0	0	0	no
SREBF2	MA0596.1	crovir-transcript-1322	vQC_2	scaffold-mi7	5090876	5090885	0	0	0	0	0	0	no
ELF5	MA0136.2	crovir-transcript-1322	vQC_2	scaffold-mi7	5090529	5090539	0	0	0	0	0	0	no
ELF5	MA0136.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274304	10274314	0	0	0	0	0	0	no
ELF5	MA0136.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274345	10274355	0	0	0	0	0	0	no
ELF5	MA0136.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274398	10274408	0	0	0	0	0	0	no
ELF5	MA0136.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274812	10274822	0	0	0	0	0	0	no
ELF5	MA0136.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275122	10275132	0	0	0	0	0	0	no
ELF5	MA0136.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275197	10275207	0	0	0	0	0	0	no
ELF5	MA0136.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275185	10275195	0	0	0	0	0	0	no
ELF5	MA0136.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275112	10275122	0	0	0	0	0	0	no
ELF5	MA0136.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274651	10274661	0	0	0	0	0	0	no
ELF5	MA0136.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274644	10274654	0	0	0	0	0	0	no
TBX3	MA1566.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274329	10274338	0	0	0	0	0	0	no
TBX3	MA1566.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275022	10275031	0	0	0	0	0	0	no
TBX3	MA1566.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275085	10275094	0	0	0	0	0	0	no
TBX3	MA1566.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275177	10275186	0	0	0	0	0	0	no
TBX3	MA1566.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275180	10275189	0	0	0	0	0	0	no
TBX3	MA1566.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275062	10275071	0	0	0	0	0	0	no
TBX3	MA1566.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274971	10274980	0	0	0	0	0	0	no
TBX3	MA1566.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274833	10274842	0	0	0	0	0	0	no
TBX3	MA1566.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274790	10274799	0	0	0	0	0	0	no
TBX3	MA1566.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274678	10274687	0	0	0	0	0	0	no
Ddit3::Cebpa	MA0019.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274975	10274986	0	0	0	0	0	0	no
Dlx4	MA0881.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274395	10274402	0	0	0	0	0	0	no
Dlx4	MA0881.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274439	10274446	0	0	0	0	0	0	no
Dlx4	MA0881.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274532	10274539	0	0	0	0	0	0	no
Dlx4	MA0881.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274924	10274931	0	0	0	0	0	0	no
Dlx4	MA0881.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274704	10274711	0	0	0	0	0	0	no
Dlx4	MA0881.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274641	10274648	0	0	0	0	0	0	no
Dlx4	MA0881.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274638	10274645	0	0	0	0	0	0	no
Dlx4	MA0881.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274635	10274642	0	0	0	0	0	0	no
Dlx4	MA0881.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274543	10274550	0	0	0	0	0	0	no
Dlx4	MA0881.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274532	10274539	0	0	0	0	0	0	no
Dlx4	MA0881.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274443	10274450	0	0	0	0	0	0	no
Dlx4	MA0881.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274267	10274274	0	0	0	0	0	0	no
NFIA	MA0670.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275148	10275157	0	0	0	0	0	0	no
NFATC1	MA0624.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274644	10274653	0	0	0	0	0	0	no
NFATC1	MA0624.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274651	10274660	0	0	0	0	0	0	no
NFATC1	MA0624.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275012	10275021	0	0	0	0	0	0	no
NFATC1	MA0624.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275098	10275107	0	0	0	0	0	0	no
NFATC1	MA0624.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275112	10275121	0	0	0	0	0	0	no
NFATC1	MA0624.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275165	10275174	0	0	0	0	0	0	no
NFATC1	MA0624.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275185	10275194	0	0	0	0	0	0	no
NFATC1	MA0624.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275197	10275206	0	0	0	0	0	0	no
NFATC1	MA0624.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275123	10275132	0	0	0	0	0	0	no
NFATC1	MA0624.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274813	10274822	0	0	0	0	0	0	no
NFATC1	MA0624.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274399	10274408	0	0	0	0	0	0	no
NFATC1	MA0624.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274346	10274355	0	0	0	0	0	0	no
NFATC1	MA0624.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274305	10274314	0	0	0	0	0	0	no
FIGLA	MA0820.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274748	10274757	0	0	0	0	0	0	no
FIGLA	MA0820.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274825	10274834	0	0	0	0	0	0	no
FIGLA	MA0820.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275175	10275184	0	0	0	0	0	0	no
NFIX	MA0671.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274259	10274267	0	0	0	0	0	0	no
NFIX	MA0671.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274403	10274411	0	0	0	0	0	0	no
NFIX	MA0671.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274461	10274469	0	0	0	0	0	0	no
NFIX	MA0671.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274907	10274915	0	0	0	0	0	0	no
NFIX	MA0671.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275148	10275156	0	0	0	0	0	0	no
NFIX	MA0671.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275172	10275180	0	0	0	0	0	0	no
NFIX	MA0671.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274771	10274779	0	0	0	0	0	0	no
NFIX	MA0671.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274445	10274453	0	0	0	0	0	0	no
SREBF2	MA0596.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274293	10274302	0	0	0	0	0	0	no
ELK4	MA0076.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274650	10274660	0	0	0	0	0	0	no
ZNF341	MA1655.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275024	10275035	0	0	0	0	0	0	no
ZNF341	MA1655.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274451	10274462	0	0	0	0	0	0	no
POU6F1	MA0628.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274531	10274540	0	0	0	0	0	0	no
POU6F1	MA0628.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274531	10274540	0	0	0	0	0	0	no
SOX10	MA0442.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275001	10275011	0	0	0	0	0	0	no
NR4A2	MA0160.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274772	10274779	0	0	0	0	0	0	no
NR4A2	MA0160.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274446	10274453	0	0	0	0	0	0	no
JUN	MA0488.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274858	10274870	0	0	0	0	0	0	no
FOXC2	MA0846.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274605	10274616	0	0	0	0	0	0	no
FOXC2	MA0846.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274786	10274797	0	0	0	0	0	0	no
ZBTB26	MA1579.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274562	10274576	0	0	0	0	0	0	no
ZBTB26	MA1579.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274652	10274666	0	0	0	0	0	0	no
PITX2	MA1547.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274483	10274490	0	0	0	0	0	0	no
PITX2	MA1547.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274543	10274550	0	0	0	0	0	0	no
PITX2	MA1547.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274704	10274711	0	0	0	0	0	0	no
PITX2	MA1547.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274779	10274786	0	0	0	0	0	0	no
PITX2	MA1547.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274924	10274931	0	0	0	0	0	0	no
ZNF652	MA1657.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274476	10274487	0	0	0	0	0	0	no
ZNF652	MA1657.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274429	10274440	0	0	0	0	0	0	no
Arid3a	MA0151.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274380	10274385	0	0	0	0	0	0	no
Arid3a	MA0151.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274392	10274397	0	0	0	0	0	0	no
Arid3a	MA0151.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274442	10274447	0	0	0	0	0	0	no
Arid3a	MA0151.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274475	10274480	0	0	0	0	0	0	no
Arid3a	MA0151.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274675	10274680	0	0	0	0	0	0	no
Arid3a	MA0151.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274789	10274794	0	0	0	0	0	0	no
Arid3a	MA0151.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274878	10274883	0	0	0	0	0	0	no
Arid3a	MA0151.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274885	10274890	0	0	0	0	0	0	no
Arid3a	MA0151.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274927	10274932	0	0	0	0	0	0	no
Arid3a	MA0151.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275214	10275219	0	0	0	0	0	0	no
Arid3a	MA0151.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274573	10274578	0	0	0	0	0	0	no
Arid3a	MA0151.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274510	10274515	0	0	0	0	0	0	no
Arid3a	MA0151.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274482	10274487	0	0	0	0	0	0	no
Arid3a	MA0151.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274442	10274447	0	0	0	0	0	0	no
Arid3a	MA0151.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274335	10274340	0	0	0	0	0	0	no
Arid3a	MA0151.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274266	10274271	0	0	0	0	0	0	no
Bhlha15	MA0607.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274343	10274350	0	0	0	0	0	0	no
Bhlha15	MA0607.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274343	10274350	0	0	0	0	0	0	no
RORC	MA1151.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274447	10274458	0	0	0	0	0	0	no
EHF	MA0598.3	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274396	10274410	0	0	0	0	0	0	no
EHF	MA0598.3	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274302	10274316	0	0	0	0	0	0	no
FOXI1	MA0042.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274608	10274614	0	0	0	0	0	0	no
FOXI1	MA0042.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274789	10274795	0	0	0	0	0	0	no
MEIS1	MA0498.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274409	10274415	0	0	0	0	0	0	no
MEIS1	MA0498.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274623	10274629	0	0	0	0	0	0	no
MEIS1	MA0498.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274746	10274752	0	0	0	0	0	0	no
MEIS1	MA0498.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274858	10274864	0	0	0	0	0	0	no
MEIS1	MA0498.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274950	10274956	0	0	0	0	0	0	no
MEIS1	MA0498.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275045	10275051	0	0	0	0	0	0	no
MEIS1	MA0498.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275180	10275186	0	0	0	0	0	0	no
MEIS1	MA0498.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274413	10274419	0	0	0	0	0	0	no
MEIS1	MA0498.2	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274310	10274316	0	0	0	0	0	0	no
ATF2	MA1632.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274857	10274869	0	0	0	0	0	0	no
FOXO4	MA0848.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274608	10274614	0	0	0	0	0	0	no
FOXO4	MA0848.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274789	10274795	0	0	0	0	0	0	no
FOXO4	MA0848.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274832	10274838	0	0	0	0	0	0	no
FOXO4	MA0848.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274831	10274837	0	0	0	0	0	0	no
SOX9	MA0077.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274385	10274393	0	0	0	0	0	0	no
SOX9	MA0077.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10275108	10275116	0	0	0	0	0	0	no
SOX9	MA0077.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274311	10274319	0	0	0	0	0	0	no
BARX2	MA1471.1	crovir-transcript-11292	Exonuclease_2	scaffold-mi3	10274475	10274486	0	0	0	0	0	0	no
