tfbs	motif_id	tx_id	gene_id	chr	start	end	RVG11_footprint	RVG1_footprint	RVG4_footprint	RVG11_bound	RVG1_bound	RVG4_bound	tfbs_bound_min2
SREBF2	MA0596.1	crovir-transcript-SVMP_7	SVMP_7	scaffold-mi1	14272977	14272986	0.93063	0.85023	1.12755	0	0	0	no
SREBF2	MA0596.1	crovir-transcript-SVMP_7	SVMP_7	scaffold-mi1	14272900	14272909	1.5127	1.36373	2.49869	0	0	1	no
EHF	MA0598.3	crovir-transcript-SVMP_7	SVMP_7	scaffold-mi1	14272722	14272736	0.99034	0.84089	0.94307	0	0	0	no
EHF	MA0598.3	crovir-transcript-SVMP_7	SVMP_7	scaffold-mi1	14272749	14272763	1.49346	1.4783	1.51945	0	0	0	no
FIGLA	MA0820.1	crovir-transcript-SVMP_7	SVMP_7	scaffold-mi1	14272914	14272923	1.5127	1.36285	2.54585	0	0	1	no
FIGLA	MA0820.1	crovir-transcript-SVMP_7	SVMP_7	scaffold-mi1	14272881	14272890	1.25728	1.19981	1.76903	0	0	0	no
FIGLA	MA0820.1	crovir-transcript-SVMP_7	SVMP_7	scaffold-mi1	14272914	14272923	1.5127	1.36285	2.54585	0	0	1	no
FIGLA	MA0820.1	crovir-transcript-SVMP_7	SVMP_7	scaffold-mi1	14272999	14273008	0.82509	0.59857	0.73891	0	0	0	no
SREBF1	MA0595.1	crovir-transcript-SVMP_7	SVMP_7	scaffold-mi1	14272900	14272909	1.5127	1.36373	2.49869	0	0	1	no
SREBF1	MA0595.1	crovir-transcript-SVMP_7	SVMP_7	scaffold-mi1	14272977	14272986	0.93063	0.85023	1.12755	0	0	0	no
ELF5	MA0136.2	crovir-transcript-SVMP_7	SVMP_7	scaffold-mi1	14272988	14272998	0.8745	0.60342	1.04311	0	0	0	no
ELF5	MA0136.2	crovir-transcript-SVMP_7	SVMP_7	scaffold-mi1	14272877	14272887	1.35224	1.19981	1.76903	0	0	0	no
ELF5	MA0136.2	crovir-transcript-SVMP_7	SVMP_7	scaffold-mi1	14272751	14272761	1.50938	1.49376	1.55485	0	0	0	no
ELF5	MA0136.2	crovir-transcript-SVMP_7	SVMP_7	scaffold-mi1	14272724	14272734	0.99034	0.84256	0.92919	0	0	0	no
ELF5	MA0136.2	crovir-transcript-SVMP_7	SVMP_7	scaffold-mi1	14272642	14272652	1.07887	0.85351	1.17645	0	0	0	no
ELF5	MA0136.2	crovir-transcript-SVMP_7	SVMP_7	scaffold-mi1	14272706	14272716	1.2754	1.00536	1.18737	0	0	0	no
ELK4	MA0076.2	crovir-transcript-SVMP_7	SVMP_7	scaffold-mi1	14272707	14272717	1.24348	0.97989	1.17105	0	0	0	no
ELK4	MA0076.2	crovir-transcript-SVMP_7	SVMP_7	scaffold-mi1	14272723	14272733	0.99034	0.8428	0.93525	0	0	0	no
FOXI1	MA0042.2	crovir-transcript-SVMP_7	SVMP_7	scaffold-mi1	14273025	14273031	0.55763	0.44882	0.43014	0	0	0	no
FOXI1	MA0042.2	crovir-transcript-SVMP_7	SVMP_7	scaffold-mi1	14272760	14272766	1.59126	1.66034	1.59176	0	0	0	no
ELF5	MA0136.2	crovir-transcript-SVMP_9	SVMP_9	scaffold-mi1	14338584	14338594	0.79196	0.73172	1.11668	0	0	0	no
ELF5	MA0136.2	crovir-transcript-SVMP_9	SVMP_9	scaffold-mi1	14338525	14338535	0.94015	0.99181	0.98708	0	0	0	no
ELF5	MA0136.2	crovir-transcript-SVMP_9	SVMP_9	scaffold-mi1	14338398	14338408	1.60532	1.56585	1.36124	0	0	0	no
ELF5	MA0136.2	crovir-transcript-SVMP_9	SVMP_9	scaffold-mi1	14338371	14338381	0.99449	1.28094	1.0087	0	0	0	no
ELF5	MA0136.2	crovir-transcript-SVMP_9	SVMP_9	scaffold-mi1	14338353	14338363	0.99449	1.14994	1.20072	0	0	0	no
ELF5	MA0136.2	crovir-transcript-SVMP_9	SVMP_9	scaffold-mi1	14338423	14338433	1.8872	1.94377	1.54502	0	0	0	no
FOXI1	MA0042.2	crovir-transcript-SVMP_9	SVMP_9	scaffold-mi1	14338407	14338413	1.80601	1.68927	1.38726	0	0	0	no
SREBF2	MA0596.1	crovir-transcript-SVMP_9	SVMP_9	scaffold-mi1	14338547	14338556	0.89853	0.99181	1.08824	0	0	0	no
ELK4	MA0076.2	crovir-transcript-SVMP_9	SVMP_9	scaffold-mi1	14338354	14338364	0.99449	1.15568	1.18503	0	0	0	no
ELK4	MA0076.2	crovir-transcript-SVMP_9	SVMP_9	scaffold-mi1	14338370	14338380	0.99449	1.28094	1.02063	0	0	0	no
JUN	MA0488.1	crovir-transcript-SVMP_9	SVMP_9	scaffold-mi1	14338451	14338463	1.66302	1.81383	1.36475	0	0	0	no
FIGLA	MA0820.1	crovir-transcript-SVMP_9	SVMP_9	scaffold-mi1	14338561	14338570	0.8641	0.97511	1.11668	0	0	0	no
FIGLA	MA0820.1	crovir-transcript-SVMP_9	SVMP_9	scaffold-mi1	14338529	14338538	0.88815	0.99181	0.89193	0	0	0	no
FIGLA	MA0820.1	crovir-transcript-SVMP_9	SVMP_9	scaffold-mi1	14338529	14338538	0.88815	0.99181	0.89193	0	0	0	no
SREBF1	MA0595.1	crovir-transcript-SVMP_9	SVMP_9	scaffold-mi1	14338547	14338556	0.89853	0.99181	1.08824	0	0	0	no
Bhlha15	MA0607.1	crovir-transcript-SVMP_9	SVMP_9	scaffold-mi1	14338457	14338464	1.46555	1.66809	1.17192	0	0	0	no
Bhlha15	MA0607.1	crovir-transcript-SVMP_9	SVMP_9	scaffold-mi1	14338457	14338464	1.46555	1.66809	1.17192	0	0	0	no
EHF	MA0598.3	crovir-transcript-SVMP_9	SVMP_9	scaffold-mi1	14338369	14338383	0.99449	1.28094	0.99991	0	0	0	no
EHF	MA0598.3	crovir-transcript-SVMP_9	SVMP_9	scaffold-mi1	14338396	14338410	1.59961	1.54278	1.33242	0	0	0	no
Tcfcp2l1	MA0145.2	crovir-transcript-SVMP_9	SVMP_9	scaffold-mi1	14338345	14338358	0.99449	1.12819	1.21922	0	0	0	no
TFAP4	MA0691.1	crovir-transcript-SVMP_9	SVMP_9	scaffold-mi1	14338529	14338538	0.88815	0.99181	0.89193	0	0	0	no
TFAP4	MA0691.1	crovir-transcript-SVMP_9	SVMP_9	scaffold-mi1	14338529	14338538	0.88815	0.99181	0.89193	0	0	0	no
TFAP4	MA0691.1	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242441	14242450	1.98771	1.7021	2.13174	0	0	0	no
TFAP4	MA0691.1	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242441	14242450	1.98771	1.7021	2.13174	0	0	0	no
Tcfcp2l1	MA0145.2	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242258	14242271	1.48664	1.01959	1.39771	0	0	0	no
FOXI1	MA0042.2	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242320	14242326	2.98061	2.62695	2.94819	1	1	1	yes
SREBF2	MA0596.1	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242537	14242546	1.36619	0.86423	1.20534	0	0	0	no
SREBF2	MA0596.1	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242460	14242469	1.69491	1.7021	2.96435	0	0	1	no
EHF	MA0598.3	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242282	14242296	1.47089	1.41011	1.72745	0	0	0	no
JUN	MA0488.1	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242363	14242375	2.62626	2.89508	2.32927	1	1	0	yes
SREBF1	MA0595.1	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242460	14242469	1.69491	1.7021	2.96435	0	0	1	no
SREBF1	MA0595.1	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242537	14242546	1.36619	0.86423	1.20534	0	0	0	no
FIGLA	MA0820.1	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242474	14242483	1.69539	1.55292	2.96435	0	0	1	no
FIGLA	MA0820.1	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242441	14242450	1.98771	1.7021	2.13174	0	0	0	no
FIGLA	MA0820.1	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242441	14242450	1.98771	1.7021	2.13174	0	0	0	no
ELF5	MA0136.2	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242437	14242447	1.98771	1.7021	2.14974	0	0	0	no
ELF5	MA0136.2	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242284	14242294	1.47991	1.43552	1.72974	0	0	0	no
ELF5	MA0136.2	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242266	14242276	1.48664	1.01959	1.39771	0	0	0	no
ELF5	MA0136.2	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242372	14242382	2.212	2.32921	1.87769	0	0	0	no
ELF5	MA0136.2	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242425	14242435	2.05603	1.97446	2.14974	0	0	0	no
ELK4	MA0076.2	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242426	14242436	2.02149	1.91363	2.14974	0	0	0	no
ELK4	MA0076.2	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242267	14242277	1.48664	1.02203	1.40035	0	0	0	no
ELK4	MA0076.2	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242283	14242293	1.43007	1.375	1.6846	0	0	0	no
Bhlha15	MA0607.1	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242369	14242376	2.26191	2.63726	2.00895	0	1	0	no
Bhlha15	MA0607.1	crovir-transcript-SVMP_6	SVMP_6	scaffold-mi1	14242369	14242376	2.26191	2.63726	2.00895	0	1	0	no
TFAP4	MA0691.1	crovir-transcript-SVMP_2	SVMP_2	scaffold-mi1	14075596	14075605	0.86554	0.36186	1.51822	0	0	0	no
TFAP4	MA0691.1	crovir-transcript-SVMP_2	SVMP_2	scaffold-mi1	14075596	14075605	0.86554	0.36186	1.51822	0	0	0	no
FOXI1	MA0042.2	crovir-transcript-SVMP_2	SVMP_2	scaffold-mi1	14075442	14075448	0.75742	0.26465	1.00942	0	0	0	no
SREBF1	MA0595.1	crovir-transcript-SVMP_2	SVMP_2	scaffold-mi1	14075582	14075591	0.88548	0.36432	1.53209	0	0	0	no
Tcfcp2l1	MA0145.2	crovir-transcript-SVMP_2	SVMP_2	scaffold-mi1	14075379	14075392	0.66176	0.15872	0.97314	0	0	0	no
ELK4	MA0076.2	crovir-transcript-SVMP_2	SVMP_2	scaffold-mi1	14075388	14075398	0.6617	0.1713	0.97314	0	0	0	no
Bhlha15	MA0607.1	crovir-transcript-SVMP_2	SVMP_2	scaffold-mi1	14075491	14075498	0.65457	0.38689	1.60935	0	0	0	no
Bhlha15	MA0607.1	crovir-transcript-SVMP_2	SVMP_2	scaffold-mi1	14075491	14075498	0.65457	0.38689	1.60935	0	0	0	no
SREBF2	MA0596.1	crovir-transcript-SVMP_2	SVMP_2	scaffold-mi1	14075582	14075591	0.88548	0.36432	1.53209	0	0	0	no
ELF5	MA0136.2	crovir-transcript-SVMP_2	SVMP_2	scaffold-mi1	14075559	14075569	0.84389	0.50433	2.23321	0	0	0	no
ELF5	MA0136.2	crovir-transcript-SVMP_2	SVMP_2	scaffold-mi1	14075433	14075443	0.75742	0.26465	0.93633	0	0	0	no
ELF5	MA0136.2	crovir-transcript-SVMP_2	SVMP_2	scaffold-mi1	14075405	14075415	0.68563	0.22341	0.81066	0	0	0	no
ELF5	MA0136.2	crovir-transcript-SVMP_2	SVMP_2	scaffold-mi1	14075387	14075397	0.66176	0.16853	0.97314	0	0	0	no
FIGLA	MA0820.1	crovir-transcript-SVMP_2	SVMP_2	scaffold-mi1	14075596	14075605	0.86554	0.36186	1.51822	0	0	0	no
FIGLA	MA0820.1	crovir-transcript-SVMP_2	SVMP_2	scaffold-mi1	14075563	14075572	0.83404	0.50433	2.23321	0	0	0	no
FIGLA	MA0820.1	crovir-transcript-SVMP_2	SVMP_2	scaffold-mi1	14075596	14075605	0.86554	0.36186	1.51822	0	0	0	no
JUN	MA0488.1	crovir-transcript-SVMP_2	SVMP_2	scaffold-mi1	14075485	14075497	0.59365	0.35085	1.38504	0	0	0	no
EHF	MA0598.3	crovir-transcript-SVMP_2	SVMP_2	scaffold-mi1	14075403	14075417	0.67436	0.22524	0.82165	0	0	0	no
EHF	MA0598.3	crovir-transcript-SVMP_2	SVMP_2	scaffold-mi1	14075431	14075445	0.75742	0.26465	0.92647	0	0	0	no
